57, 88, 129, 166, 286, 313, 360, 404, 421, 470, 517, 578, 590, 608, 636, 668, 669, 682, 698, 700, 703, 705, 720, 735, 759, 785, 820, 865, 872, 877, 955, 969
75, 179, 187, 210, 240, 269, 281, 298, 308, 312, 313, 323, 375, 421, 486, 513, 537, 539, 544, 556, 564, 588, 590, 599, 695, 764, 782, 798, 844, 877, 937, 960
2, 18, 19, 76, 94, 98, 117, 140, 199, 217, 230, 300, 333, 343, 370, 384, 397, 434, 455, 496, 500, 550, 564, 571, 585, 635, 646, 703, 797, 815, 978, 988
58, 96, 123, 187, 250, 310, 330, 357, 371, 428, 447, 451, 462, 481, 511, 579, 582, 640, 657, 686, 689, 731, 762, 763, 777, 797, 826, 870, 908, 909, 911, 1009
44, 47, 58, 81, 87, 178, 181, 215, 238, 310, 316, 345, 396, 443, 466, 480, 493, 515, 542, 553, 567, 629, 635, 651, 671, 717, 718, 765, 850, 894, 925, 932
133, 154, 159, 168, 181, 216, 232, 242, 244, 245, 247, 302, 328, 360, 380, 479, 531, 575, 612, 660, 706, 713, 725, 736, 758, 795, 816, 849, 880, 895, 903, 980
9, 73, 89, 97, 176, 190, 242, 270, 285, 351, 358, 415, 429, 455, 468, 494, 510, 527, 531, 532, 541, 594, 600, 626, 629, 677, 690, 731, 760, 793, 955, 957
50, 101, 180, 197, 203, 217, 261, 332, 344, 351, 421, 457, 474, 480, 496, 561, 611, 623, 664, 697, 728, 735, 752, 781, 795, 803, 827, 843, 857, 872, 887, 906
22, 55, 101, 105, 108, 124, 128, 193, 199, 207, 221, 223, 272, 399, 414, 426, 459, 593, 621, 626, 629, 657, 733, 745, 767, 789, 807, 817, 829, 961, 974, 1024
8, 42, 78, 87, 100, 111, 113, 117, 128, 156, 159, 199, 222, 228, 336, 407, 424, 453, 464, 502, 525, 527, 539, 592, 665, 686, 699, 724, 735, 764, 843, 1015
40, 43, 117, 125, 152, 282, 295, 324, 346, 376, 379, 427, 431, 461, 486, 515, 522, 549, 550, 582, 670, 671, 707, 718, 734, 767, 777, 827, 872, 950, 974, 1018
4, 34, 81, 97, 107, 143, 170, 210, 215, 282, 313, 329, 339, 375, 382, 427, 432, 450, 477, 503, 549, 605, 616, 629, 656, 758, 771, 807, 828, 839, 888, 1022
50, 52, 63, 84, 107, 133, 170, 250, 289, 298, 326, 337, 341, 353, 411, 457, 474, 479, 496, 600, 669, 728, 733, 777, 850, 886, 893, 911, 924, 940, 941, 998
19, 43, 65, 81, 118, 124, 133, 172, 210, 223, 235, 379, 437, 442, 467, 510, 517, 603, 707, 712, 715, 744, 849, 856, 914, 919, 941, 957, 982, 990, 1006, 1021
52, 76, 125, 130, 147, 253, 281, 347, 378, 415, 420, 446, 462, 494, 543, 559, 572, 580, 583, 670, 674, 708, 725, 761, 773, 820, 867, 895, 929, 939, 973, 1014
28, 53, 67, 85, 120, 123, 193, 279, 320, 344, 360, 363, 371, 412, 419, 443, 506, 523, 562, 600, 617, 634, 642, 649, 735, 792, 822, 896, 899, 967, 975, 1017
