83, 202, 282, 432, 436, 601, 634, 775, 943, 1008, 1040, 1285, 1311, 1349, 1405, 1469, 1478, 1518, 1642, 1798, 1926, 1935, 2085, 2205, 2258, 2259, 2300, 2382, 2444, 2567, 2590, 2619, 2663, 2706, 2739, 2833, 3034, 3105, 3108, 3179, 3695, 3811, 3862, 4070, 4178, 4411, 4569, 4618, 4627, 4735, 4755, 4822, 5058, 5296, 5341, 5366, 5600, 5737, 5738, 6183, 6239, 6284, 6572, 6591, 6875, 6994, 7089, 7112, 7213, 7248, 7267, 7373, 7414, 7447, 7529, 7531, 7772, 7790, 7957, 8018, 8319, 8535, 8537, 8585, 8690, 8839, 8945, 8974, 9048, 9103, 9152, 9240, 9382, 9507, 9551, 9557, 9597, 9719, 9774, 9984
136, 160, 356, 365, 584, 686, 699, 740, 745, 818, 894, 942, 1075, 1127, 1220, 1396, 1453, 1467, 1493, 1712, 1836, 1932, 2017, 2096, 2105, 2505, 2554, 2598, 2706, 3023, 3049, 3180, 3297, 3411, 3418, 3515, 3870, 4078, 4323, 4412, 4629, 4727, 4790, 5017, 5126, 5264, 5416, 5487, 5497, 5519, 5556, 5626, 5824, 5857, 5876, 5925, 5943, 6012, 6025, 6129, 6156, 6198, 6397, 6813, 6823, 6840, 6879, 6934, 6964, 6978, 6982, 7132, 7183, 7399, 7573, 7605, 7810, 8004, 8086, 8365, 8387, 8393, 8440, 8454, 8511, 8587, 8649, 8678, 8985, 9175, 9262, 9420, 9441, 9547, 9636, 9649, 9687, 9728, 9900, 9993
38, 182, 323, 554, 682, 712, 722, 743, 791, 900, 937, 1053, 1082, 1224, 1329, 1536, 1753, 1848, 1947, 1971, 2034, 2190, 2226, 2243, 2329, 2465, 2536, 2569, 2601, 2677, 2782, 2810, 3028, 3145, 3423, 3427, 3468, 3506, 3525, 3584, 3585, 3599, 3654, 3797, 3885, 3962, 3991, 4085, 4485, 4621, 4662, 4750, 4809, 5252, 5535, 5604, 5632, 5805, 5891, 6113, 6126, 6133, 6182, 6273, 6436, 6535, 6570, 6595, 6599, 6614, 6669, 6790, 6869, 6980, 7014, 7093, 7583, 7618, 7721, 7743, 7811, 7854, 7871, 7945, 8006, 8039, 8114, 8207, 8495, 8813, 8829, 9150, 9395, 9480, 9535, 9659, 9800, 9804, 9892, 9933
31, 38, 58, 87, 218, 230, 296, 626, 629, 696, 780, 786, 881, 945, 968, 1018, 1050, 1051, 1059, 1103, 1155, 1348, 1378, 1534, 1620, 1644, 1709, 1737, 1753, 1815, 1876, 2084, 2178, 2240, 2337, 2536, 2555, 2752, 2753, 2839, 2945, 2989, 2990, 3077, 3238, 3352, 3368, 3691, 3725, 3928, 4216, 4290, 4433, 4545, 4596, 4713, 4853, 4879, 5093, 5227, 5230, 5571, 5578, 5661, 5711, 5892, 5976, 6039, 6171, 6463, 6530, 6686, 6966, 7018, 7064, 7130, 7261, 7328, 7373, 7423, 7650, 7731, 8014, 8295, 8508, 8724, 8739, 8744, 9279, 9292, 9316, 9359, 9446, 9512, 9691, 9796, 9870, 9886, 9906, 9924
32, 84, 233, 272, 321, 419, 634, 679, 885, 923, 993, 995, 1134, 1232, 1336, 1378, 1435, 1514, 1551, 1621, 1643, 1814, 1959, 2140, 2331, 2532, 2650, 2739, 2775, 2796, 2946, 3117, 3170, 3171, 3304, 3317, 3335, 3412, 3701, 4027, 4041, 4072, 4080, 4195, 4213, 4220, 4243, 4359, 4723, 4726, 4941, 5104, 5144, 5148, 5160, 5346, 5386, 5430, 5505, 5687, 5735, 5744, 5839, 5953, 6294, 6366, 6449, 6562, 6596, 6961, 7004, 7036, 7142, 7405, 7438, 7498, 7537, 7546, 7560, 7597, 7635, 7752, 7772, 7879, 7914, 8072, 8257, 8281, 8381, 8652, 8791, 9005, 9008, 9015, 9165, 9199, 9275, 9538, 9866, 9955
123, 342, 383, 494, 527, 646, 656, 796, 966, 1086, 1114, 1121, 1170, 1192, 1282, 1418, 1578, 1648, 1658, 1661, 1676, 1680, 1711, 1728, 1797, 1825, 2013, 2027, 2114, 2172, 2181, 2422, 2435, 2473, 2793, 2942, 2974, 3045, 3197, 3282, 3297, 3547, 3580, 4060, 4116, 4134, 4143, 4146, 4192, 4502, 4677, 4680, 5126, 5135, 5247, 5313, 5365, 5402, 5419, 5565, 5590, 5605, 5741, 5928, 6169, 6422, 6548, 6636, 6776, 6796, 6856, 6880, 6907, 6986, 7036, 7167, 7171, 7377, 7387, 7397, 7479, 7534, 7678, 7731, 7905, 8020, 8038, 8053, 8145, 8391, 8410, 8484, 8709, 9065, 9175, 9592, 9633, 9837, 9922, 9982
2, 33, 50, 84, 130, 138, 188, 213, 279, 298, 370, 375, 391, 525, 712, 799, 882, 1105, 1482, 1537, 1701, 1802, 1958, 1985, 2222, 2416, 2417, 2463, 2491, 2537, 3084, 3109, 3156, 3223, 3310, 3375, 3394, 3491, 3684, 3805, 3854, 3910, 4107, 4228, 4353, 4504, 4644, 4695, 4717, 4899, 4924, 4958, 5045, 5133, 5505, 5591, 5748, 5786, 5870, 5925, 6255, 6592, 6731, 6768, 6774, 6816, 6888, 6896, 6948, 6957, 6999, 7018, 7046, 7142, 7190, 7305, 7395, 7419, 7515, 7905, 7968, 7974, 8297, 8345, 8409, 8540, 8580, 8741, 9005, 9032, 9073, 9088, 9181, 9451, 9554, 9662, 9815, 9849, 9878, 9996
135, 166, 209, 269, 272, 309, 350, 364, 589, 699, 776, 784, 796, 1491, 1501, 1751, 2071, 2171, 2228, 2260, 2546, 2690, 2765, 3007, 3096, 3242, 3254, 3409, 3513, 3757, 3792, 3848, 3921, 3953, 3959, 4056, 4255, 4363, 4477, 4501, 4690, 4722, 4736, 4974, 4979, 5010, 5202, 5303, 5391, 5409, 5478, 5702, 5749, 5932, 6003, 6010, 6018, 6032, 6042, 6272, 6308, 6331, 6435, 6558, 6568, 6761, 6804, 7071, 7478, 7617, 7640, 7779, 8112, 8250, 8275, 8291, 8527, 8686, 8725, 8729, 8786, 8858, 8999, 9001, 9005, 9087, 9143, 9203, 9372, 9395, 9423, 9450, 9483, 9491, 9780, 9949, 9950, 9960, 9964, 9974
32, 80, 105, 212, 249, 380, 498, 503, 574, 708, 747, 774, 1227, 1238, 1318, 1370, 1404, 1499, 1647, 1925, 2148, 2318, 2406, 2463, 2935, 2970, 3299, 3378, 3562, 3692, 3704, 3741, 3841, 3935, 4095, 4164, 4329, 4393, 4618, 4663, 4726, 4923, 4967, 4970, 5001, 5068, 5238, 5266, 5382, 5441, 5595, 5609, 5806, 5856, 5871, 6029, 6134, 6176, 6180, 6252, 6254, 6259, 6265, 6370, 6430, 6445, 6524, 6539, 6622, 6736, 6772, 6785, 6787, 7055, 7333, 7340, 7396, 7544, 7567, 7682, 7906, 8162, 8261, 8271, 8298, 8394, 8536, 8883, 8917, 8949, 8957, 9089, 9188, 9249, 9285, 9718, 9719, 9799, 9888, 9933
151, 255, 344, 496, 519, 1088, 1134, 1204, 1286, 1335, 1365, 1441, 1496, 1525, 1560, 1805, 1835, 2002, 2071, 2231, 2477, 2530, 2601, 2621, 2751, 2802, 2889, 3200, 3214, 3226, 3273, 3391, 3473, 3482, 3640, 3674, 3774, 3786, 3787, 3829, 4009, 4097, 4222, 4488, 4497, 4542, 4620, 4714, 4775, 4901, 4909, 5277, 5372, 5409, 5560, 5841, 5990, 6149, 6221, 6235, 6252, 6289, 6348, 6524, 6584, 6596, 6686, 6690, 6825, 6938, 7027, 7176, 7507, 7560, 8044, 8326, 8357, 8432, 8452, 8517, 8545, 8589, 8813, 8910, 8935, 8954, 9016, 9167, 9202, 9214, 9270, 9305, 9337, 9416, 9537, 9611, 9679, 9806, 9815, 9993
153, 193, 274, 362, 409, 512, 532, 595, 662, 771, 941, 991, 1050, 1061, 1090, 1284, 1440, 1521, 1622, 1773, 1791, 2009, 2134, 2300, 2452, 2468, 2614, 2908, 3319, 3586, 3615, 3632, 3742, 3866, 4057, 4136, 4526, 4831, 4898, 4975, 5049, 5128, 5172, 5253, 5334, 5418, 5434, 5439, 5612, 5721, 5927, 5978, 6030, 6061, 6076, 6211, 6274, 6350, 6417, 6450, 6536, 6683, 6729, 7203, 7477, 7486, 7491, 7497, 7583, 7646, 7682, 7701, 7720, 7726, 7730, 7753, 7899, 7932, 8145, 8169, 8324, 8488, 8902, 8920, 9056, 9129, 9140, 9160, 9161, 9300, 9433, 9473, 9686, 9710, 9720, 9764, 9785, 9812, 9884, 9950
108, 229, 363, 364, 390, 465, 523, 540, 667, 668, 685, 774, 829, 1016, 1062, 1174, 1274, 1279, 1329, 1345, 1457, 1478, 1556, 1594, 1804, 1963, 2286, 2332, 2396, 2448, 2532, 2549, 2606, 2657, 3354, 3397, 3418, 3421, 3470, 3555, 3810, 3894, 3909, 3997, 4039, 4318, 4690, 4723, 4821, 4953, 5084, 5143, 5173, 5235, 5280, 5334, 5424, 5449, 5493, 5632, 5870, 5886, 5932, 5966, 6096, 6103, 6106, 6228, 6293, 6403, 6431, 6439, 6455, 6486, 6821, 7006, 7027, 7094, 7437, 7554, 7679, 7748, 7834, 8032, 8048, 8360, 8493, 8496, 8607, 8646, 8818, 8839, 8978, 9135, 9342, 9403, 9452, 9613, 9658, 9659
145, 233, 290, 373, 507, 511, 576, 728, 867, 996, 1033, 1172, 1320, 1478, 1809, 1837, 1986, 2001, 2074, 2134, 2214, 2246, 2295, 2309, 2401, 2605, 2697, 2768, 2816, 2849, 2930, 3020, 3039, 3164, 3182, 3305, 3452, 3532, 3570, 3708, 3787, 3855, 3882, 4096, 4149, 4205, 4322, 4425, 4728, 4786, 4863, 4880, 4984, 5053, 5084, 5144, 5374, 5497, 5554, 5853, 6040, 6058, 6100, 6168, 6182, 6212, 6234, 6299, 6500, 6523, 6612, 6727, 6846, 7085, 7125, 7273, 7428, 7447, 7453, 7515, 7658, 7997, 8112, 8223, 8412, 8673, 8805, 8826, 9024, 9166, 9271, 9318, 9321, 9341, 9375, 9411, 9511, 9582, 9681, 9879
94, 98, 311, 417, 422, 438, 548, 760, 790, 795, 850, 1086, 1088, 1094, 1457, 1469, 1544, 1556, 1609, 1614, 1710, 1963, 2020, 2271, 2277, 2331, 2423, 2439, 2721, 2735, 2760, 2983, 3044, 3163, 3172, 3256, 3658, 3854, 3856, 3934, 3979, 4110, 4185, 4383, 4512, 4645, 4745, 4753, 4758, 5035, 5228, 5391, 5433, 5683, 5698, 5832, 5890, 5960, 6163, 6215, 6297, 6593, 6601, 6642, 6737, 6742, 6786, 6789, 7062, 7139, 7269, 7280, 7532, 7536, 7601, 7648, 7678, 7752, 7857, 7917, 7952, 7997, 8053, 8058, 8184, 8425, 8477, 8854, 8909, 8953, 9002, 9020, 9217, 9230, 9334, 9530, 9627, 9725, 9957, 9982
13, 288, 389, 503, 509, 890, 1040, 1211, 1230, 1277, 1320, 1505, 1726, 1880, 2073, 2134, 2219, 2226, 2279, 2399, 2464, 2478, 2536, 2597, 3049, 3081, 3113, 3144, 3617, 3752, 3917, 4026, 4032, 4043, 4083, 4215, 4303, 4326, 4374, 4398, 4409, 4760, 4850, 4855, 4932, 4988, 4993, 5051, 5128, 5183, 5251, 5310, 5382, 5417, 5468, 5496, 5962, 6097, 6524, 6620, 6667, 6694, 6801, 6879, 6886, 6923, 7072, 7196, 7217, 7322, 7335, 7423, 7437, 7452, 7522, 7591, 7595, 7645, 7691, 7798, 7806, 7897, 7916, 8022, 8150, 8158, 8284, 8303, 8332, 8360, 8366, 8370, 8439, 8644, 8931, 8936, 9074, 9209, 9449, 9774
3, 76, 434, 465, 504, 551, 759, 806, 818, 840, 994, 1005, 1087, 1243, 1244, 1383, 1485, 1618, 1692, 1896, 2098, 2149, 2189, 2282, 2482, 2781, 2797, 3312, 3322, 3336, 3437, 3476, 3568, 3989, 4021, 4123, 4157, 4305, 4337, 4348, 4360, 4496, 4593, 4728, 4827, 4845, 4966, 5095, 5185, 5276, 5302, 5328, 5403, 5430, 5432, 5458, 5843, 5845, 5890, 5898, 6054, 6113, 6211, 6508, 6530, 6688, 6760, 6839, 6998, 7063, 7068, 7509, 7550, 7699, 7749, 7849, 7891, 8037, 8049, 8074, 8183, 8267, 8598, 8877, 8913, 8931, 8941, 9016, 9044, 9309, 9349, 9456, 9485, 9555, 9694, 9754, 9900, 9934, 9968, 9993
57, 177, 341, 370, 438, 586, 726, 808, 1360, 1630, 1765, 1814, 2004, 2132, 2259, 2271, 2357, 2528, 2546, 2613, 2684, 2888, 2965, 3089, 3177, 3222, 3238, 3327, 3341, 3377, 3436, 3488, 3546, 3550, 3611, 3668, 3687, 3967, 4100, 4290, 4340, 4507, 4665, 4679, 4747, 4772, 4884, 5279, 5285, 5390, 5397, 5402, 5464, 5466, 5488, 5682, 5813, 5863, 6103, 6108, 6449, 6600, 6672, 6699, 6901, 7032, 7116, 7120, 7148, 7195, 7226, 7304, 7319, 7362, 7367, 7421, 7492, 7576, 7596, 7648, 7713, 7728, 7995, 8086, 8179, 8335, 8749, 8848, 8975, 9048, 9077, 9127, 9219, 9265, 9425, 9463, 9479, 9799, 9818, 9981
110, 222, 447, 611, 842, 847, 885, 927, 947, 961, 991, 1119, 1233, 1497, 1696, 1865, 2010, 2112, 2228, 2229, 2472, 2541, 2816, 2883, 3052, 3142, 3263, 3580, 3598, 3604, 3617, 3659, 3715, 3832, 3846, 3910, 4012, 4047, 4099, 4264, 4746, 4763, 4799, 4935, 5063, 5080, 5093, 5255, 5416, 5485, 5592, 5627, 5731, 6282, 6327, 6353, 6387, 6549, 6796, 6811, 6909, 6934, 7026, 7031, 7083, 7186, 7241, 7258, 7368, 7379, 7415, 7570, 7718, 7808, 8046, 8114, 8163, 8169, 8190, 8250, 8260, 8273, 8326, 8340, 8492, 8656, 8812, 8869, 8948, 9007, 9062, 9167, 9208, 9280, 9474, 9552, 9708, 9819, 9956, 9964
251, 255, 290, 390, 597, 698, 810, 1096, 1123, 1130, 1161, 1190, 1243, 1347, 1659, 1676, 1705, 1808, 1870, 1879, 2051, 2333, 2422, 2448, 2532, 2712, 2728, 2867, 3219, 3466, 3658, 3824, 3840, 3871, 3884, 3916, 4029, 4090, 4132, 4176, 4204, 4210, 4252, 4337, 4339, 4362, 4510, 4520, 4525, 4648, 4741, 4742, 4829, 5016, 5164, 5182, 5203, 5370, 5656, 5714, 5812, 6146, 6185, 6188, 6203, 6258, 6275, 6387, 6473, 6509, 6543, 6667, 6819, 6967, 7025, 7121, 7439, 7525, 7548, 7930, 7956, 7971, 8160, 8245, 8263, 8301, 8385, 8387, 8388, 8441, 8697, 9139, 9157, 9234, 9253, 9289, 9337, 9354, 9795, 9872
57, 90, 240, 342, 491, 551, 574, 590, 609, 833, 920, 1086, 1097, 1200, 1342, 1542, 1612, 1679, 1751, 2231, 2252, 2316, 2347, 2371, 2618, 2632, 2883, 3124, 3413, 3416, 3589, 3673, 3756, 3810, 4035, 4045, 4176, 4294, 4323, 4460, 4517, 4577, 4634, 4655, 4669, 4881, 4944, 5248, 5324, 5375, 5472, 5511, 5561, 5604, 6153, 6220, 6258, 6392, 6535, 6751, 6813, 6821, 6897, 6921, 7038, 7133, 7140, 7169, 7342, 7385, 7454, 7463, 7561, 7631, 7789, 7918, 7992, 8021, 8032, 8391, 8424, 8521, 8641, 8732, 8783, 8791, 8798, 9002, 9006, 9067, 9072, 9077, 9238, 9334, 9517, 9534, 9729, 9785, 9876, 9948
15, 52, 57, 72, 223, 393, 497, 582, 642, 666, 867, 1209, 1365, 1383, 1436, 1464, 1514, 1519, 1599, 2037, 2042, 2215, 2223, 2335, 2401, 2425, 2467, 2524, 2550, 2565, 2643, 2666, 2721, 2888, 2904, 2936, 2967, 3052, 3096, 3261, 3308, 3509, 3647, 3845, 3871, 4116, 4135, 4146, 4312, 4322, 4465, 4591, 4993, 5011, 5205, 5328, 5515, 5531, 5552, 5577, 5845, 6119, 6218, 6267, 6328, 6335, 6504, 6517, 6523, 6666, 6756, 6922, 7080, 7093, 7185, 7253, 7292, 7523, 7543, 7611, 7676, 8520, 8580, 8598, 8711, 8771, 8916, 8985, 9074, 9129, 9180, 9424, 9576, 9583, 9606, 9630, 9820, 9848, 9855, 9890
12, 23, 199, 236, 242, 331, 341, 356, 561, 612, 645, 855, 879, 1027, 1189, 1209, 1413, 1659, 1841, 1906, 1921, 2077, 2094, 2193, 2359, 2464, 2505, 2673, 2709, 2746, 2843, 2963, 3088, 3263, 4038, 4064, 4144, 4414, 4425, 4454, 4483, 4585, 4605, 4700, 4754, 4770, 4863, 5003, 5056, 5735, 5770, 5833, 5858, 5933, 6073, 6074, 6224, 6227, 6492, 6636, 6942, 7067, 7404, 7497, 7509, 7518, 7566, 7569, 7573, 7583, 7604, 7671, 7689, 7709, 7721, 7722, 7756, 7838, 8063, 8132, 8173, 8327, 8340, 8365, 8439, 8552, 8565, 8646, 8650, 8784, 8785, 8981, 9016, 9132, 9175, 9267, 9598, 9640, 9755, 9905
24, 208, 242, 384, 526, 885, 1094, 1106, 1122, 1174, 1448, 1454, 1532, 1536, 1549, 1656, 1708, 1775, 1853, 1905, 1926, 2080, 2090, 2157, 2230, 2269, 2378, 2506, 2926, 2963, 3025, 3123, 3137, 3157, 3186, 3223, 3517, 3589, 3668, 3678, 3684, 3927, 4052, 4059, 4285, 4419, 4430, 4487, 4548, 4552, 4795, 4937, 4964, 4988, 5334, 5447, 5529, 5658, 5704, 5831, 6123, 6229, 6274, 6297, 6309, 6434, 6525, 6746, 6770, 7165, 7229, 7420, 7453, 7498, 7504, 7590, 7731, 7752, 7790, 7962, 8110, 8175, 8286, 8523, 8650, 8683, 8756, 8759, 8782, 8785, 9063, 9065, 9112, 9178, 9204, 9362, 9635, 9677, 9883, 9961
157, 251, 356, 473, 576, 585, 682, 811, 843, 940, 978, 1089, 1103, 1209, 1405, 1421, 1423, 1693, 1768, 1790, 1827, 1953, 1995, 2035, 2121, 2228, 2321, 2523, 2559, 3075, 3167, 3181, 3318, 3333, 3620, 3882, 3909, 4121, 4130, 4155, 4227, 4275, 4310, 4331, 4633, 4662, 4801, 4990, 5006, 5380, 5412, 5426, 5468, 5473, 5513, 5645, 5691, 5692, 5728, 5799, 5976, 6186, 6235, 6324, 6356, 6938, 7045, 7096, 7161, 7456, 7626, 7627, 7644, 7651, 7796, 7928, 7943, 8034, 8048, 8160, 8456, 8537, 8600, 8616, 8688, 8766, 8790, 8836, 8915, 9174, 9267, 9412, 9422, 9563, 9593, 9600, 9632, 9739, 9784, 9867
56, 124, 173, 220, 412, 687, 697, 733, 902, 952, 976, 1032, 1116, 1286, 1348, 1527, 1577, 1590, 1743, 1843, 1963, 2065, 2131, 2221, 2241, 2297, 2425, 2533, 2541, 2619, 2689, 2718, 2777, 2786, 2796, 2806, 2930, 3078, 3162, 3176, 3274, 3813, 3820, 4020, 4026, 4034, 4260, 4273, 4386, 4456, 4538, 4635, 4727, 4876, 4965, 5105, 5117, 5283, 5322, 5467, 5604, 5788, 5854, 5857, 5858, 5966, 6001, 6054, 6226, 6298, 6326, 6446, 6528, 6735, 6914, 6937, 6998, 7127, 7469, 7514, 7523, 7657, 7812, 7814, 7949, 8013, 8170, 8229, 8647, 8836, 8846, 9228, 9303, 9591, 9698, 9711, 9729, 9763, 9886, 9946
58, 215, 331, 401, 694, 730, 775, 794, 1228, 1241, 1365, 1370, 1387, 1496, 1523, 1571, 1783, 1902, 1997, 2302, 2340, 2351, 2355, 2387, 2610, 2978, 2979, 2990, 3085, 3138, 3282, 3440, 3544, 3579, 3709, 3994, 4096, 4195, 4258, 4283, 4397, 4447, 4599, 4623, 4636, 4830, 5039, 5082, 5092, 5151, 5210, 5353, 5459, 5468, 5510, 5557, 5710, 5836, 5876, 6014, 6098, 6216, 6396, 6477, 6517, 6584, 6618, 6659, 6682, 6702, 6750, 6774, 6959, 7045, 7073, 7399, 7722, 7926, 7990, 7995, 8058, 8385, 8395, 8678, 8697, 8726, 8879, 8919, 8948, 9035, 9204, 9391, 9455, 9518, 9594, 9670, 9683, 9897, 9915, 9992
